id,name,full_name,site_url
204,ГБОУ ВО МО «Технологический университет» / Детский технопарк «КВАНТОРИУМ» г. Королев,Государственное бюджетное образовательное учреждение высшего образования Московской области «Технологический университет» / Центр дополнительного образования «Детский технопарк «Кванториум»,http://unitech-mo.ru/obrazovanie/school-divisions/kvantorium/
